player_ESPN,bet_type,odds,line,over_under,home,away,bet_id,closed_date
KyleLowry,3PM,1.62,2.5,Under,mem,mia,3197682836,2022-12-06T01:00:00Z
TylerHerro,ARP,1.92,30.5,Over,mem,mia,3197683054,2022-12-06T01:00:00Z
TylerHerro,ARP,1.87,30.5,Under,mem,mia,3197683057,2022-12-06T01:00:00Z
BamAdebayo,ARP,1.97,33.5,Over,mem,mia,3197683055,2022-12-06T01:00:00Z
BamAdebayo,ARP,1.82,33.5,Under,mem,mia,3197683058,2022-12-06T01:00:00Z
KyleLowry,REB,2.08,4.5,Over,mem,mia,3197683056,2022-12-06T01:00:00Z
KyleLowry,REB,1.73,4.5,Under,mem,mia,3197683059,2022-12-06T01:00:00Z
BamAdebayo,REB,2.07,9.5,Over,mem,mia,3197683060,2022-12-06T01:00:00Z
BamAdebayo,REB,1.74,9.5,Under,mem,mia,3197683064,2022-12-06T01:00:00Z
TylerHerro,AST,2.23,4.5,Over,mem,mia,3197683061,2022-12-06T01:00:00Z
TylerHerro,AST,1.64,4.5,Under,mem,mia,3197683065,2022-12-06T01:00:00Z
BamAdebayo,AST,2.12,3.5,Over,mem,mia,3197683062,2022-12-06T01:00:00Z
BamAdebayo,AST,1.71,3.5,Under,mem,mia,3197683067,2022-12-06T01:00:00Z
TylerHerro,PTS,1.97,20.5,Over,mem,mia,3197683063,2022-12-06T01:00:00Z
TylerHerro,PTS,1.82,20.5,Under,mem,mia,3197683068,2022-12-06T01:00:00Z
CalebMartin,PTS,1.92,10.5,Over,mem,mia,3197683066,2022-12-06T01:00:00Z
CalebMartin,PTS,1.86,10.5,Under,mem,mia,3197683070,2022-12-06T01:00:00Z
BamAdebayo,PTS,1.92,20.5,Over,mem,mia,3197683069,2022-12-06T01:00:00Z
BamAdebayo,PTS,1.86,20.5,Under,mem,mia,3197683071,2022-12-06T01:00:00Z
