name,name_ESPN,odds,line,home,away,bet_type,id,changed_date
"Robinson, Duncan",DuncanRobinson,1.93,11.5,mia,lal,PTS,3050731344,2022-01-23T15:08:01Z
"Adebayo, Bam",BamAdebayo,1.93,17.5,mia,lal,PTS,3050731346,2022-01-23T17:07:44Z
"Butler, Jimmy",JimmyButler,1.79,20.5,mia,lal,PTS,3050731348,2022-01-23T11:39:45Z
"Vincent, Gabe",GabeVincent,1.89,12.5,mia,lal,PTS,3050731350,2022-01-23T11:39:45Z
"Robinson, Duncan",DuncanRobinson,2.0,16.5,mia,lal,ARP,3050731375,2022-01-23T11:42:16Z
"Adebayo, Bam",BamAdebayo,1.89,31.5,mia,lal,ARP,3050731377,2022-01-23T11:42:16Z
"Butler, Jimmy",JimmyButler,2.0,35.5,mia,lal,ARP,3050731379,2022-01-23T11:42:16Z
"Vincent, Gabe",GabeVincent,1.89,20.5,mia,lal,ARP,3050731381,2022-01-23T11:42:16Z
"Bradley, A.",A.Bradley,1.97,7.5,mia,lal,PTS,3050899470,2022-01-23T18:08:26Z
"James, LeBron",LeBronJames,1.99,28.5,mia,lal,PTS,3050899472,2022-01-23T18:08:26Z
"Westbrook, Russell",RussellWestbrook,1.93,17.5,mia,lal,PTS,3050899474,2022-01-23T18:08:26Z
"James, LeBron",LeBronJames,1.99,42.5,mia,lal,ARP,3050923990,2022-01-23T18:14:42Z
"Westbrook, Russell",RussellWestbrook,1.83,31.5,mia,lal,ARP,3050923992,2022-01-23T18:14:42Z
"Covington, Robert",RobertCovington,1.89,9.5,tor,por,PTS,3050745597,2022-01-23T11:00:20Z
"Simons, Anfernee",AnferneeSimons,1.83,18.5,tor,por,PTS,3050745599,2022-01-23T15:12:00Z
"Barnes, Scottie",ScottieBarnes,1.89,14.5,tor,por,PTS,3050745602,2022-01-23T11:00:20Z
"Nurkic, Jusuf",JusufNurkic,1.79,16.5,tor,por,PTS,3050745611,2022-01-23T11:00:20Z
"VanVleet, Fred",FredVanVleet,1.89,22.5,tor,por,PTS,3050745619,2022-01-23T11:00:20Z
"Trent Jr., Gary",GaryTrent Jr.,1.79,13.5,tor,por,PTS,3050745627,2022-01-23T11:00:20Z
"Anunoby, OG",OGAnunoby,1.89,18.5,tor,por,PTS,3050745640,2022-01-23T11:00:20Z
"Siakam, Pascal",PascalSiakam,1.95,22.5,tor,por,PTS,3050745661,2022-01-23T17:13:15Z
"Little, Nassir",NassirLittle,1.89,11.5,tor,por,PTS,3050745663,2022-01-23T11:00:20Z
"McCollum, CJ",CJMcCollum,1.7,20.5,tor,por,PTS,3050745665,2022-01-23T15:32:15Z
"Covington, Robert",RobertCovington,1.79,17.5,tor,por,ARP,3050745858,2022-01-23T11:04:21Z
"Simons, Anfernee",AnferneeSimons,1.89,28.5,tor,por,ARP,3050745860,2022-01-23T11:04:21Z
"Barnes, Scottie",ScottieBarnes,1.89,25.5,tor,por,ARP,3050745862,2022-01-23T11:04:21Z
"Nurkic, Jusuf",JusufNurkic,1.89,31.5,tor,por,ARP,3050745864,2022-01-23T11:04:21Z
"VanVleet, Fred",FredVanVleet,1.89,34.5,tor,por,ARP,3050745866,2022-01-23T11:04:21Z
"Trent Jr., Gary",GaryTrent Jr.,1.79,18.5,tor,por,ARP,3050745868,2022-01-23T11:04:21Z
"Anunoby, OG",OGAnunoby,1.79,25.5,tor,por,ARP,3050745870,2022-01-23T11:04:21Z
"Siakam, Pascal",PascalSiakam,1.89,35.5,tor,por,ARP,3050745872,2022-01-23T11:04:21Z
"Little, Nassir",NassirLittle,2.0,19.5,tor,por,ARP,3050745874,2022-01-23T11:04:22Z
"McCollum, CJ",CJMcCollum,1.89,29.5,tor,por,ARP,3050745876,2022-01-23T11:04:22Z
"Korkmaz, Furkan",FurkanKorkmaz,1.79,11.5,sa,phi,PTS,3050724513,2022-01-23T11:23:49Z
"Poeltl, J.",J.Poeltl,2.0,12.5,sa,phi,PTS,3050724515,2022-01-23T11:23:49Z
"Maxey, Tyrese",TyreseMaxey,1.89,17.5,sa,phi,PTS,3050724517,2022-01-23T11:23:49Z
"Murray, Dejounte",DejounteMurray,1.79,19.5,sa,phi,PTS,3050724519,2022-01-23T11:23:49Z
"White, Derrick",DerrickWhite,1.89,16.5,sa,phi,PTS,3050724521,2022-01-23T11:23:49Z
"Johnson, Keldon",KeldonJohnson,1.79,13.5,sa,phi,PTS,3050724523,2022-01-23T11:23:49Z
"Embiid, Joel",JoelEmbiid,1.89,32.5,sa,phi,PTS,3050724525,2022-01-23T11:23:49Z
"McDermott, Doug",DougMcDermott,1.79,10.5,sa,phi,PTS,3050724527,2022-01-23T11:23:49Z
"Harris, Tobias",TobiasHarris,1.75,18.5,sa,phi,PTS,3050724529,2022-01-23T16:40:55Z
"Korkmaz, Furkan",FurkanKorkmaz,1.89,19.5,sa,phi,ARP,3050724653,2022-01-23T11:27:57Z
"Poeltl, J.",J.Poeltl,1.89,23.5,sa,phi,ARP,3050724655,2022-01-23T11:27:57Z
"Maxey, Tyrese",TyreseMaxey,1.89,25.5,sa,phi,ARP,3050724657,2022-01-23T11:27:57Z
"Murray, Dejounte",DejounteMurray,1.89,36.5,sa,phi,ARP,3050724659,2022-01-23T11:27:57Z
"White, Derrick",DerrickWhite,1.79,25.5,sa,phi,ARP,3050724661,2022-01-23T11:27:58Z
"Johnson, Keldon",KeldonJohnson,1.89,21.5,sa,phi,ARP,3050724663,2022-01-23T11:27:58Z
"Embiid, Joel",JoelEmbiid,1.89,48.5,sa,phi,ARP,3050724665,2022-01-23T11:27:58Z
"McDermott, Doug",DougMcDermott,1.89,14.5,sa,phi,ARP,3050724667,2022-01-23T11:27:58Z
"Harris, Tobias",TobiasHarris,1.89,30.5,sa,phi,ARP,3050724669,2022-01-23T11:27:58Z
"Plumlee, Mason",MasonPlumlee,2.0,6.5,cha,atl,PTS,3050773197,2022-01-23T13:06:07Z
"Hayward, Gordon",GordonHayward,1.85,15.5,cha,atl,PTS,3050773199,2022-01-23T14:03:36Z
"Bridges, Miles",MilesBridges,2.0,20.5,cha,atl,PTS,3050773201,2022-01-23T13:06:07Z
"Ball, LaMelo",LaMeloBall,1.95,18.5,cha,atl,PTS,3050773205,2022-01-23T13:06:07Z
"Plumlee, Mason",MasonPlumlee,1.85,15.5,cha,atl,ARP,3050773512,2022-01-23T13:14:59Z
"Hayward, Gordon",GordonHayward,1.89,23.5,cha,atl,ARP,3050773514,2022-01-23T13:14:59Z
"Bridges, Miles",MilesBridges,1.89,31.5,cha,atl,ARP,3050773516,2022-01-23T13:14:59Z
"Ball, LaMelo",LaMeloBall,2.0,33.5,cha,atl,ARP,3050773520,2022-01-23T13:14:59Z
"Hunter, De'Andre",De'AndreHunter,1.89,14.5,cha,atl,PTS,3050868823,2022-01-23T16:30:14Z
"Young, Trae",TraeYoung,1.89,27.5,cha,atl,PTS,3050868825,2022-01-23T16:30:14Z
"Collins, John",JohnCollins,2.0,17.5,cha,atl,PTS,3050868827,2022-01-23T16:30:14Z
"Hunter, De'Andre",De'AndreHunter,1.89,20.5,cha,atl,ARP,3050886906,2022-01-23T16:31:50Z
"Young, Trae",TraeYoung,1.89,42.5,cha,atl,ARP,3050886908,2022-01-23T16:31:50Z
"Collins, John",JohnCollins,1.89,26.5,cha,atl,ARP,3050886910,2022-01-23T16:31:50Z
"Rozier, Terry",TerryRozier,1.89,21.5,cha,atl,PTS,3050889222,2022-01-23T17:11:26Z
"Rozier, Terry",TerryRozier,1.89,30.5,cha,atl,ARP,3050889308,2022-01-23T17:11:58Z
"Mills, Patty",PattyMills,1.83,12.5,min,bkn,PTS,3050783513,2022-01-23T13:23:55Z
"Towns, Karl-Anthony",Karl-AnthonyTowns,2.0,23.5,min,bkn,PTS,3050783515,2022-01-23T13:23:55Z
"Russell, D'Angelo",D'AngeloRussell,1.93,19.5,min,bkn,PTS,3050783517,2022-01-23T13:23:56Z
"Edwards, Anthony",AnthonyEdwards,1.95,22.5,min,bkn,PTS,3050783519,2022-01-23T13:23:56Z
"Vanderbilt, Jarred",JarredVanderbilt,1.85,7.5,min,bkn,PTS,3050783523,2022-01-23T13:23:56Z
"Irving, Kyrie",KyrieIrving,1.83,24.5,min,bkn,PTS,3050783525,2022-01-23T18:04:18Z
"Towns, Karl-Anthony",Karl-AnthonyTowns,1.99,36.5,min,bkn,ARP,3050784421,2022-01-23T13:39:22Z
"Russell, D'Angelo",D'AngeloRussell,1.8,29.5,min,bkn,ARP,3050784423,2022-01-23T17:59:41Z
"Edwards, Anthony",AnthonyEdwards,1.89,30.5,min,bkn,ARP,3050784425,2022-01-23T13:39:22Z
"Harden, James",JamesHarden,2.0,46.5,min,bkn,ARP,3050784427,2022-01-23T17:40:28Z
"Vanderbilt, Jarred",JarredVanderbilt,1.89,18.5,min,bkn,ARP,3050784429,2022-01-23T13:39:23Z
"Irving, Kyrie",KyrieIrving,1.89,35.5,min,bkn,ARP,3050784431,2022-01-23T13:39:23Z
"Mills, Patty",PattyMills,1.99,18.5,min,bkn,ARP,3050784743,2022-01-23T13:51:45Z
"Harden, James",JamesHarden,1.89,26.5,min,bkn,PTS,3050810880,2022-01-23T14:48:28Z
"Jokic, Nikola",NikolaJokic,1.94,25.5,den,det,PTS,3050937378,2022-01-23T18:28:09Z
"Diallo, Hamidou",HamidouDiallo,1.94,13.5,den,det,PTS,3050937380,2022-01-23T18:28:09Z
"Barton, Will",WillBarton,1.94,15.5,den,det,PTS,3050937382,2022-01-23T18:28:09Z
"Bey, Saddiq",SaddiqBey,1.94,16.5,den,det,PTS,3050937386,2022-01-23T18:28:09Z
"Stewart, Isaiah",IsaiahStewart,1.8,7.5,den,det,PTS,3050937390,2022-01-23T18:28:09Z
"Gordon, Aaron",AaronGordon,1.99,14.5,den,det,PTS,3050937392,2022-01-23T18:28:09Z
"Cunningham, Cade",CadeCunningham,1.89,16.5,den,det,PTS,3050937394,2022-01-23T18:28:09Z
"Morris, Monte",MonteMorris,1.89,12.5,den,det,PTS,3050937396,2022-01-23T18:28:10Z
"Curry, Stephen",StephenCurry,1.89,24.5,gs,utah,PTS,3050812405,2022-01-23T14:07:18Z
"Wiggins, Andrew",AndrewWiggins,1.85,15.5,gs,utah,PTS,3050812407,2022-01-23T14:07:18Z
"Curry, Stephen",StephenCurry,1.93,35.5,gs,utah,ARP,3050812691,2022-01-23T14:11:11Z
"Wiggins, Andrew",AndrewWiggins,1.83,22.5,gs,utah,ARP,3050812693,2022-01-23T14:11:11Z
"Garland, Darius",DariusGarland,1.79,20.5,cle,ny,PTS,3051104358,2022-01-24T19:05:56Z
"Mobley, Evan",EvanMobley,1.89,15.5,cle,ny,PTS,3051104360,2022-01-24T13:53:46Z
"Garland, Darius",DariusGarland,1.89,33.5,cle,ny,ARP,3051104382,2022-01-24T04:18:00Z
"Mobley, Evan",EvanMobley,1.87,26.5,cle,ny,ARP,3051104384,2022-01-24T04:18:00Z
"Randle, Julius",JuliusRandle,1.95,19.5,cle,ny,PTS,3051391245,2022-01-24T17:57:55Z
"Barrett, RJ",RJBarrett,1.92,19.5,cle,ny,PTS,3051391247,2022-01-24T19:48:33Z
"Fournier, Evan",EvanFournier,1.95,13.5,cle,ny,PTS,3051391249,2022-01-24T17:57:57Z
"Okoro, Isaac",IsaacOkoro,1.89,10.5,cle,ny,PTS,3051391251,2022-01-24T17:57:57Z
"Randle, Julius",JuliusRandle,1.9,33.5,cle,ny,ARP,3051391349,2022-01-24T18:04:30Z
"Barrett, RJ",RJBarrett,2.0,29.5,cle,ny,ARP,3051391351,2022-01-24T19:19:23Z
"Fournier, Evan",EvanFournier,1.89,17.5,cle,ny,ARP,3051391353,2022-01-24T18:04:30Z
"Okoro, Isaac",IsaacOkoro,1.95,16.5,cle,ny,ARP,3051391355,2022-01-24T18:04:30Z
"Craig, Torrey",TorreyCraig,2.1,10.5,no,ind,PTS,3051351052,2022-01-24T17:22:42Z
"Holiday, Justin",JustinHoliday,2.0,12.5,no,ind,PTS,3051351054,2022-01-24T15:45:07Z
"Bitadze, Goga",GogaBitadze,1.79,12.5,no,ind,PTS,3051351056,2022-01-24T15:45:07Z
"Hart, Josh",JoshHart,1.89,15.5,no,ind,PTS,3051351074,2022-01-24T15:45:07Z
"Valanciunas, Jonas",JonasValanciunas,1.87,20.5,no,ind,PTS,3051351076,2022-01-24T19:34:57Z
"Craig, Torrey",TorreyCraig,1.89,17.5,no,ind,ARP,3051351180,2022-01-24T20:34:52Z
"Holiday, Justin",JustinHoliday,1.79,17.5,no,ind,ARP,3051351182,2022-01-24T15:48:12Z
"Bitadze, Goga",GogaBitadze,1.8,22.5,no,ind,ARP,3051351184,2022-01-24T18:46:58Z
"Valanciunas, Jonas",JonasValanciunas,1.89,37.5,no,ind,ARP,3051351190,2022-01-24T15:48:12Z
"Jones, Herbert",HerbertJones,1.88,13.5,no,ind,PTS,3051433976,2022-01-24T20:23:41Z
"Jones, Herbert",HerbertJones,1.95,21.5,no,ind,ARP,3051433984,2022-01-24T20:24:16Z
"Dort, Luguentz",LuguentzDort,1.82,21.5,okc,chi,ARP,3051109341,2022-01-24T04:19:10Z
"Gilgeous-Alexander, Shai",ShaiGilgeous-Alexander,1.84,35.5,okc,chi,ARP,3051109343,2022-01-24T04:19:10Z
"Giddey, Josh",JoshGiddey,1.89,26.5,okc,chi,ARP,3051109345,2022-01-24T04:19:10Z
"Dort, Luguentz",LuguentzDort,1.92,16.5,okc,chi,PTS,3051109347,2022-01-24T04:19:54Z
"Gilgeous-Alexander, Shai",ShaiGilgeous-Alexander,1.77,24.5,okc,chi,PTS,3051109349,2022-01-24T17:32:23Z
"Giddey, Josh",JoshGiddey,2.0,13.5,okc,chi,PTS,3051109351,2022-01-24T04:19:55Z
"Robinson-Earl, Jeremiah",JeremiahRobinson-Earl,2.08,7.5,okc,chi,PTS,3051431026,2022-01-24T19:14:59Z
"DeRozan, DeMar",DeMarDeRozan,1.81,28.5,okc,chi,PTS,3051431028,2022-01-24T19:14:59Z
"Robinson-Earl, Jeremiah",JeremiahRobinson-Earl,1.98,14.5,okc,chi,ARP,3051431155,2022-01-24T19:19:14Z
"DeRozan, DeMar",DeMarDeRozan,1.82,40.5,okc,chi,ARP,3051431157,2022-01-24T19:19:14Z
"Harden, James",JamesHarden,1.93,28.5,bkn,lal,PTS,3051650875,2022-01-25T11:23:25Z
"Mills, Patty",PattyMills,1.8,20.5,bkn,lal,ARP,3051651467,2022-01-25T19:52:33Z
"Harden, James",JamesHarden,1.93,49.5,bkn,lal,ARP,3051651469,2022-01-25T11:27:03Z
"Edwards, Kessler",KesslerEdwards,1.94,10.5,bkn,lal,PTS,3051774541,2022-01-25T17:03:48Z
"Bradley, A.",A.Bradley,2.1,7.5,bkn,lal,PTS,3051774543,2022-01-25T21:20:59Z
"James, LeBron",LeBronJames,1.89,29.5,bkn,lal,PTS,3051774545,2022-01-25T23:42:46Z
"Westbrook, Russell",RussellWestbrook,1.81,17.5,bkn,lal,PTS,3051774547,2022-01-25T17:03:48Z
"Edwards, Kessler",KesslerEdwards,1.96,17.5,bkn,lal,ARP,3051774872,2022-01-25T17:18:39Z
"Bradley, A.",A.Bradley,1.88,10.5,bkn,lal,ARP,3051774874,2022-01-25T20:49:25Z
"Westbrook, Russell",RussellWestbrook,1.92,33.5,bkn,lal,ARP,3051774878,2022-01-25T17:18:39Z
"Mills, Patty",PattyMills,1.95,15.5,bkn,lal,PTS,3051891945,2022-01-25T20:47:56Z
"James, LeBron",LeBronJames,1.8,43.5,bkn,lal,ARP,3051922711,2022-01-25T22:27:12Z
"Anthony, Carmelo",CarmeloAnthony,1.75,10.5,bkn,lal,PTS,3051924735,2022-01-25T23:41:40Z
"Davis, Anthony",AnthonyDavis,1.95,15.5,bkn,lal,PTS,3051924737,2022-01-25T23:41:40Z
"Anthony, Carmelo",CarmeloAnthony,1.95,15.5,bkn,lal,ARP,3051924833,2022-01-25T23:45:36Z
"Davis, Anthony",AnthonyDavis,1.83,22.5,bkn,lal,ARP,3051924835,2022-01-25T23:45:36Z
"Brown, J.",J.Brown,1.89,24.5,bos,sac,PTS,3051704082,2022-01-25T13:20:01Z
"Horford, Al",AlHorford,1.79,9.5,bos,sac,PTS,3051704084,2022-01-25T13:20:02Z
"Williams, Robert",RobertWilliams,1.94,10.5,bos,sac,PTS,3051704086,2022-01-25T23:19:40Z
"Tatum, Jayson",JaysonTatum,1.8,26.5,bos,sac,PTS,3051704088,2022-01-25T13:43:58Z
"Smart, Marcus",MarcusSmart,1.94,12.5,bos,sac,PTS,3051704090,2022-01-25T23:21:05Z
"Brown, J.",J.Brown,1.89,34.5,bos,sac,ARP,3051704384,2022-01-25T13:22:47Z
"Horford, Al",AlHorford,1.89,20.5,bos,sac,ARP,3051704386,2022-01-25T13:22:47Z
"Williams, Robert",RobertWilliams,1.89,23.5,bos,sac,ARP,3051704388,2022-01-25T13:22:47Z
"Tatum, Jayson",JaysonTatum,1.89,39.5,bos,sac,ARP,3051704390,2022-01-25T13:22:47Z
"Smart, Marcus",MarcusSmart,1.89,21.5,bos,sac,ARP,3051704392,2022-01-25T23:37:50Z
"Holmes, Richaun",RichaunHolmes,1.84,10.5,bos,sac,PTS,3051863597,2022-01-25T23:23:29Z
"Barnes, Harrison",HarrisonBarnes,1.82,14.5,bos,sac,PTS,3051863601,2022-01-25T23:23:47Z
"Haliburton, Tyrese",TyreseHaliburton,1.75,15.5,bos,sac,PTS,3051863603,2022-01-26T00:04:59Z
"Bagley III, Marvin",MarvinBagley III,1.93,19.5,bos,sac,ARP,3051890720,2022-01-25T20:17:49Z
"Bagley III, Marvin",MarvinBagley III,1.75,10.5,bos,sac,PTS,3051924725,2022-01-25T23:41:01Z
"Holmes, Richaun",RichaunHolmes,1.97,20.5,bos,sac,ARP,3051924804,2022-01-25T23:51:26Z
"Barnes, Harrison",HarrisonBarnes,1.89,23.5,bos,sac,ARP,3051924812,2022-01-25T23:43:22Z
"Haliburton, Tyrese",TyreseHaliburton,1.82,29.5,bos,sac,ARP,3051924814,2022-01-25T23:43:22Z
"Gordon, Eric",EricGordon,1.89,14.5,hou,sa,PTS,3051694046,2022-01-25T12:40:35Z
"Poeltl, J.",J.Poeltl,1.89,14.5,hou,sa,PTS,3051694048,2022-01-25T12:40:35Z
"Murray, Dejounte",DejounteMurray,1.83,21.5,hou,sa,PTS,3051694050,2022-01-25T19:10:16Z
"White, Derrick",DerrickWhite,1.89,16.5,hou,sa,PTS,3051694052,2022-01-25T12:40:36Z
"Wood, Christian",ChristianWood,1.8,19.5,hou,sa,PTS,3051694054,2022-01-25T19:09:22Z
"Johnson, Keldon",KeldonJohnson,2.0,15.5,hou,sa,PTS,3051694056,2022-01-25T12:40:36Z
"McDermott, Doug",DougMcDermott,1.85,12.5,hou,sa,PTS,3051694058,2022-01-25T22:40:51Z
"Green, Jalen",JalenGreen,1.79,13.5,hou,sa,PTS,3051694060,2022-01-25T12:40:36Z
"Porter Jr., Kevin",KevinPorter Jr.,1.8,14.5,hou,sa,PTS,3051694062,2022-01-25T21:13:35Z
"Tate, JaeSean",JaeSeanTate,1.79,12.5,hou,sa,PTS,3051694064,2022-01-25T12:40:36Z
"Gordon, Eric",EricGordon,1.89,20.5,hou,sa,ARP,3051694385,2022-01-25T12:48:05Z
"Poeltl, J.",J.Poeltl,1.89,27.5,hou,sa,ARP,3051694387,2022-01-25T12:48:05Z
"Murray, Dejounte",DejounteMurray,1.8,39.5,hou,sa,ARP,3051694389,2022-01-25T17:07:17Z
"White, Derrick",DerrickWhite,1.89,26.5,hou,sa,ARP,3051694391,2022-01-25T12:48:05Z
"Wood, Christian",ChristianWood,1.82,32.5,hou,sa,ARP,3051694393,2022-01-25T20:43:00Z
"Johnson, Keldon",KeldonJohnson,1.79,22.5,hou,sa,ARP,3051694395,2022-01-25T12:48:06Z
"McDermott, Doug",DougMcDermott,1.85,16.5,hou,sa,ARP,3051694397,2022-01-25T22:13:26Z
"Green, Jalen",JalenGreen,1.89,19.5,hou,sa,ARP,3051694399,2022-01-25T12:48:06Z
"Porter Jr., Kevin",KevinPorter Jr.,1.92,25.5,hou,sa,ARP,3051694401,2022-01-25T23:37:24Z
"Tate, JaeSean",JaeSeanTate,1.89,21.5,hou,sa,ARP,3051694403,2022-01-25T12:48:06Z
"Towns, Karl-Anthony",Karl-AnthonyTowns,1.95,23.5,por,min,PTS,3051650096,2022-01-25T16:56:46Z
"Russell, D'Angelo",D'AngeloRussell,2.0,19.5,por,min,PTS,3051650098,2022-01-25T14:28:23Z
"Edwards, Anthony",AnthonyEdwards,1.89,21.5,por,min,PTS,3051650100,2022-01-25T14:28:23Z
"Vanderbilt, Jarred",JarredVanderbilt,1.89,7.5,por,min,PTS,3051650102,2022-01-25T14:28:23Z
"Towns, Karl-Anthony",Karl-AnthonyTowns,2.0,34.5,por,min,ARP,3051650155,2022-01-25T14:30:50Z
"Russell, D'Angelo",D'AngeloRussell,1.89,30.5,por,min,ARP,3051650157,2022-01-25T14:30:50Z
"Edwards, Anthony",AnthonyEdwards,1.89,29.5,por,min,ARP,3051650159,2022-01-25T14:30:50Z
"Vanderbilt, Jarred",JarredVanderbilt,2.0,18.5,por,min,ARP,3051650161,2022-01-25T14:30:51Z
"Nurkic, Jusuf",JusufNurkic,2.05,17.5,por,min,PTS,3051793960,2022-01-25T17:55:00Z
"Little, Nassir",NassirLittle,1.97,11.5,por,min,PTS,3051793962,2022-01-25T17:18:30Z
"McCollum, CJ",CJMcCollum,1.87,20.5,por,min,PTS,3051793964,2022-01-25T17:18:30Z
"Nurkic, Jusuf",JusufNurkic,1.89,32.5,por,min,ARP,3051794128,2022-01-25T17:26:07Z
"Little, Nassir",NassirLittle,1.89,19.5,por,min,ARP,3051794130,2022-01-25T17:26:07Z
"McCollum, CJ",CJMcCollum,1.93,30.5,por,min,ARP,3051794132,2022-01-25T19:33:55Z
"Brunson, Jalen",JalenBrunson,1.89,14.5,gs,dal,PTS,3051715980,2022-01-25T13:31:34Z
"Finney-Smith, Dorian",DorianFinney-Smith,1.89,9.5,gs,dal,PTS,3051715982,2022-01-25T13:31:34Z
"Doncic, Luka",LukaDoncic,1.83,26.5,gs,dal,PTS,3051715986,2022-01-25T17:41:31Z
"Brunson, Jalen",JalenBrunson,1.89,22.5,gs,dal,ARP,3051716096,2022-01-25T13:33:23Z
"Finney-Smith, Dorian",DorianFinney-Smith,2.0,16.5,gs,dal,ARP,3051716098,2022-01-25T13:33:23Z
"Porziņģis, Kristaps",KristapsPorziņģis,1.89,28.5,gs,dal,ARP,3051716100,2022-01-25T13:33:23Z
"Doncic, Luka",LukaDoncic,1.82,43.5,gs,dal,ARP,3051716102,2022-01-25T23:33:32Z
"Looney, Kevon",KevonLooney,1.94,6.5,gs,dal,PTS,3051804836,2022-01-25T17:40:27Z
"Curry, Stephen",StephenCurry,1.83,24.5,gs,dal,PTS,3051804838,2022-01-25T19:55:15Z
"Kleber, Maxi",MaxiKleber,1.94,6.5,gs,dal,PTS,3051804840,2022-01-25T17:40:27Z
"Porter Jr., Otto",OttoPorter Jr.,2.02,9.5,gs,dal,PTS,3051804842,2022-01-25T17:40:27Z
"Wiggins, Andrew",AndrewWiggins,1.83,15.5,gs,dal,PTS,3051804844,2022-01-25T17:40:27Z
"Looney, Kevon",KevonLooney,1.9,17.5,gs,dal,ARP,3051805715,2022-01-25T17:57:21Z
"Curry, Stephen",StephenCurry,1.89,36.5,gs,dal,ARP,3051805717,2022-01-25T17:57:21Z
"Kleber, Maxi",MaxiKleber,1.96,13.5,gs,dal,ARP,3051805719,2022-01-25T17:57:22Z
"Wiggins, Andrew",AndrewWiggins,1.96,22.5,gs,dal,ARP,3051805723,2022-01-25T17:57:22Z
"Porter Jr., Otto",OttoPorter Jr.,1.93,18.5,gs,dal,ARP,3051841406,2022-01-25T19:09:45Z
"Porziņģis, Kristaps",KristapsPorziņģis,1.94,19.5,gs,dal,PTS,3051882700,2022-01-25T20:09:02Z
"Craig, Torrey",TorreyCraig,2.0,10.5,ind,cha,PTS,3052232021,2022-01-26T16:11:07Z
"Holiday, Justin",JustinHoliday,1.89,12.5,ind,cha,PTS,3052232023,2022-01-26T16:11:07Z
"LeVert, C.",C.LeVert,1.79,22.5,ind,cha,PTS,3052232025,2022-01-26T16:11:07Z
"Duarte, Chris",ChrisDuarte,1.89,15.5,ind,cha,PTS,3052232027,2022-01-26T16:11:07Z
"Bitadze, Goga",GogaBitadze,2.1,13.5,ind,cha,PTS,3052232029,2022-01-26T16:11:08Z
"Craig, Torrey",TorreyCraig,1.89,18.5,ind,cha,ARP,3052232101,2022-01-26T16:13:11Z
"Holiday, Justin",JustinHoliday,2.0,18.5,ind,cha,ARP,3052232103,2022-01-26T16:13:12Z
"LeVert, C.",C.LeVert,1.89,35.5,ind,cha,ARP,3052232105,2022-01-26T16:13:12Z
"Duarte, Chris",ChrisDuarte,1.89,24.5,ind,cha,ARP,3052232107,2022-01-26T16:13:12Z
"Bitadze, Goga",GogaBitadze,1.89,24.5,ind,cha,ARP,3052232109,2022-01-26T16:13:12Z
"Plumlee, Mason",MasonPlumlee,1.77,6.5,ind,cha,PTS,3052321343,2022-01-26T18:19:46Z
"Bridges, Miles",MilesBridges,1.85,20.5,ind,cha,PTS,3052321345,2022-01-26T18:19:46Z
"Rozier, Terry",TerryRozier,1.89,19.5,ind,cha,PTS,3052321349,2022-01-26T18:19:46Z
"Ball, LaMelo",LaMeloBall,1.93,19.5,ind,cha,PTS,3052321351,2022-01-26T18:19:46Z
"Plumlee, Mason",MasonPlumlee,1.89,17.5,ind,cha,ARP,3052321839,2022-01-26T18:27:52Z
"Bridges, Miles",MilesBridges,1.97,31.5,ind,cha,ARP,3052321841,2022-01-26T18:27:52Z
"Rozier, Terry",TerryRozier,1.89,28.5,ind,cha,ARP,3052321843,2022-01-26T18:27:52Z
"Ball, LaMelo",LaMeloBall,1.99,33.5,ind,cha,ARP,3052323161,2022-01-26T20:47:36Z
"Suggs, Jalen",JalenSuggs,1.95,15.5,orl,lac,PTS,3052215872,2022-01-26T20:18:36Z
"Wagner, Franz",FranzWagner,2.0,16.5,orl,lac,PTS,3052215874,2022-01-26T20:14:08Z
"Anthony, Cole",ColeAnthony,2.05,16.5,orl,lac,PTS,3052215878,2022-01-26T20:13:42Z
"Suggs, Jalen",JalenSuggs,1.83,25.5,orl,lac,ARP,3052216267,2022-01-26T16:19:22Z
"Wagner, Franz",FranzWagner,2.05,24.5,orl,lac,ARP,3052216269,2022-01-26T20:18:33Z
"Carter Jr., Wendell",WendellCarter Jr.,1.94,26.5,orl,lac,ARP,3052216271,2022-01-26T20:19:00Z
"Bamba, Mo",MoBamba,1.93,9.5,orl,lac,PTS,3052376090,2022-01-26T20:24:12Z
"Zubac, Ivica",IvicaZubac,1.84,9.5,orl,lac,PTS,3052376092,2022-01-26T20:24:12Z
"Carter Jr., Wendell",WendellCarter Jr.,1.83,13.5,orl,lac,PTS,3052376094,2022-01-26T20:24:12Z
"Batum, Nicolas",NicolasBatum,2.04,8.5,orl,lac,PTS,3052376096,2022-01-26T20:24:13Z
"Coffey, Amir",AmirCoffey,1.99,11.5,orl,lac,PTS,3052376098,2022-01-26T20:24:13Z
"Jackson, Reggie",ReggieJackson,1.93,16.5,orl,lac,PTS,3052376100,2022-01-26T20:24:13Z
"Bamba, Mo",MoBamba,2.05,17.5,orl,lac,ARP,3052394066,2022-01-26T20:41:23Z
"Zubac, Ivica",IvicaZubac,1.93,19.5,orl,lac,ARP,3052394068,2022-01-26T20:41:23Z
"Mann, Terance",TeranceMann,1.89,18.5,orl,lac,ARP,3052394070,2022-01-26T20:41:23Z
"Anthony, Cole",ColeAnthony,2.05,27.5,orl,lac,ARP,3052394072,2022-01-26T20:41:23Z
