name,name_ESPN,odds,line,home,away,bet_type,id,changed_date
"Doncic, Luka",LukaDoncic,1.83,42.5,mem,dal,ARP,3046391899,2022-01-14T20:28:49Z
"Bane, Desmond",DesmondBane,1.89,17.5,mem,dal,PTS,3046461884,2022-01-14T18:46:42Z
"Jackson Jr., Jaren",JarenJackson Jr.,1.83,15.5,mem,dal,PTS,3046461886,2022-01-14T18:46:42Z
"Morant, Ja",JaMorant,1.89,24.5,mem,dal,PTS,3046461888,2022-01-14T18:46:42Z
"Bane, Desmond",DesmondBane,1.89,24.5,mem,dal,ARP,3046473350,2022-01-14T19:04:40Z
"Jackson Jr., Jaren",JarenJackson Jr.,1.83,22.5,mem,dal,ARP,3046473352,2022-01-14T19:04:40Z
"Morant, Ja",JaMorant,1.86,37.5,mem,dal,ARP,3046473354,2022-01-14T19:04:40Z
"Powell, Dwight",DwightPowell,1.95,7.5,mem,dal,PTS,3046492557,2022-01-14T19:53:54Z
"Kleber, Maxi",MaxiKleber,1.84,8.5,mem,dal,PTS,3046492559,2022-01-14T20:14:21Z
"Anderson, Kyle",KyleAnderson,1.8,8.5,mem,dal,PTS,3046492561,2022-01-14T19:53:54Z
"Powell, Dwight",DwightPowell,1.86,12.5,mem,dal,ARP,3046509074,2022-01-14T19:57:13Z
"Kleber, Maxi",MaxiKleber,1.9,16.5,mem,dal,ARP,3046509076,2022-01-14T19:57:13Z
"Antetokounmpo, Giannis",GiannisAntetokounmpo,1.89,30.5,mil,tor,PTS,3046644956,2022-01-15T06:27:29Z
"Antetokounmpo, Giannis",GiannisAntetokounmpo,2.0,50.5,mil,tor,ARP,3046645005,2022-01-15T13:39:43Z
"Middleton, Khris",KhrisMiddleton,1.83,34.5,mil,tor,ARP,3046661407,2022-01-15T13:10:10Z
"Middleton, Khris",KhrisMiddleton,1.95,22.5,mil,tor,PTS,3046661683,2022-01-15T06:33:58Z
"Barnes, Scottie",ScottieBarnes,1.89,12.5,mil,tor,PTS,3046947873,2022-01-15T17:16:20Z
"VanVleet, Fred",FredVanVleet,1.89,22.5,mil,tor,PTS,3046947875,2022-01-15T17:16:20Z
"Allen, Grayson",GraysonAllen,2.0,10.5,mil,tor,PTS,3046947877,2022-01-15T17:16:20Z
"Anunoby, OG",OGAnunoby,1.93,17.5,mil,tor,PTS,3046947879,2022-01-15T17:16:21Z
"Portis, Bobby",BobbyPortis,1.95,16.5,mil,tor,PTS,3046947883,2022-01-15T17:16:21Z
"Barnes, Scottie",ScottieBarnes,1.89,21.5,mil,tor,ARP,3046968664,2022-01-15T17:25:04Z
"Allen, Grayson",GraysonAllen,1.89,14.5,mil,tor,ARP,3046968668,2022-01-15T17:25:04Z
"Anunoby, OG",OGAnunoby,1.89,24.5,mil,tor,ARP,3046968670,2022-01-15T17:25:04Z
"Portis, Bobby",BobbyPortis,1.99,27.5,mil,tor,ARP,3046968674,2022-01-15T17:25:04Z
"VanVleet, Fred",FredVanVleet,1.93,33.5,mil,tor,ARP,3046969234,2022-01-15T17:37:31Z
"Kuzma, Kyle",KyleKuzma,1.79,19.5,wsh,por,PTS,3046650563,2022-01-15T14:47:28Z
"Kuzma, Kyle",KyleKuzma,1.83,32.5,wsh,por,ARP,3046650584,2022-01-15T06:39:03Z
"Dinwiddie, Spencer",SpencerDinwiddie,2.05,30.5,wsh,por,ARP,3046650588,2022-01-15T13:35:25Z
"Caldwell-Pope, Kentavious",KentaviousCaldwell-Pope,1.89,18.5,wsh,por,ARP,3046650590,2022-01-15T06:40:28Z
"Dinwiddie, Spencer",SpencerDinwiddie,1.99,17.5,wsh,por,PTS,3046650622,2022-01-15T13:35:02Z
"Caldwell-Pope, Kentavious",KentaviousCaldwell-Pope,1.89,12.5,wsh,por,PTS,3046650624,2022-01-15T06:44:47Z
"Kispert, Corey",CoreyKispert,1.93,11.5,wsh,por,PTS,3046961163,2022-01-15T17:46:59Z
"Covington, Robert",RobertCovington,1.89,9.5,wsh,por,PTS,3046961165,2022-01-15T17:46:59Z
"Mclemore, Ben",BenMclemore,1.89,16.5,wsh,por,PTS,3046961167,2022-01-15T17:46:59Z
"Simons, Anfernee",AnferneeSimons,1.89,21.5,wsh,por,PTS,3046961169,2022-01-15T17:46:59Z
"Nurkic, Jusuf",JusufNurkic,1.89,16.5,wsh,por,PTS,3046961171,2022-01-15T17:46:59Z
"Little, Nassir",NassirLittle,1.85,12.5,wsh,por,PTS,3046961173,2022-01-15T17:47:00Z
"Kispert, Corey",CoreyKispert,1.89,16.5,wsh,por,ARP,3046961566,2022-01-15T17:55:22Z
"Covington, Robert",RobertCovington,1.79,16.5,wsh,por,ARP,3046961568,2022-01-15T17:55:22Z
"Mclemore, Ben",BenMclemore,1.89,20.5,wsh,por,ARP,3046961570,2022-01-15T17:55:22Z
"Simons, Anfernee",AnferneeSimons,1.99,31.5,wsh,por,ARP,3046961572,2022-01-15T17:55:22Z
"Nurkic, Jusuf",JusufNurkic,2.0,32.5,wsh,por,ARP,3046961574,2022-01-15T18:44:24Z
"Little, Nassir",NassirLittle,1.85,20.5,wsh,por,ARP,3046961576,2022-01-15T17:55:22Z
"Ingram, Brandon",BrandonIngram,1.89,24.5,bkn,no,PTS,3046650648,2022-01-15T06:47:21Z
"Ingram, Brandon",BrandonIngram,1.89,35.5,bkn,no,ARP,3046650664,2022-01-15T06:49:22Z
"Valanciunas, Jonas",JonasValanciunas,1.89,33.5,bkn,no,ARP,3046650668,2022-01-15T06:49:58Z
"Hart, Josh",JoshHart,1.8,26.5,bkn,no,ARP,3046650674,2022-01-15T13:20:57Z
"Graham, Devonte'",Devonte'Graham,1.89,20.5,bkn,no,ARP,3046650676,2022-01-15T06:50:26Z
"Jones, Herbert",HerbertJones,1.83,17.5,bkn,no,ARP,3046650678,2022-01-15T06:50:38Z
"Harden, James",JamesHarden,1.89,44.5,bkn,no,ARP,3046650684,2022-01-15T06:51:10Z
"Mills, Patty",PattyMills,1.89,17.5,bkn,no,ARP,3046650688,2022-01-15T06:51:21Z
"Valanciunas, Jonas",JonasValanciunas,1.89,18.5,bkn,no,PTS,3046650756,2022-01-15T06:58:37Z
"Hart, Josh",JoshHart,1.89,14.5,bkn,no,PTS,3046650762,2022-01-15T13:23:34Z
"Graham, Devonte'",Devonte'Graham,1.75,12.5,bkn,no,PTS,3046650766,2022-01-15T06:59:06Z
"Durant, Kevin",KevinDurant,1.83,29.5,bkn,no,PTS,3046650881,2022-01-15T06:59:30Z
"Harden, James",JamesHarden,1.89,25.5,bkn,no,PTS,3046650899,2022-01-15T06:59:42Z
"Mills, Patty",PattyMills,1.95,12.5,bkn,no,PTS,3046650901,2022-01-15T06:59:54Z
"Jones, Herbert",HerbertJones,1.79,10.5,bkn,no,PTS,3046959692,2022-01-15T17:05:14Z
"Durant, Kevin",KevinDurant,1.93,42.5,bkn,no,ARP,3046959825,2022-01-15T17:06:38Z
"Barrett, RJ",RJBarrett,1.71,19.5,atl,ny,PTS,3046637913,2022-01-15T16:30:18Z
"Barrett, RJ",RJBarrett,1.95,28.5,atl,ny,ARP,3046637921,2022-01-15T07:06:27Z
"Randle, Julius",JuliusRandle,1.83,34.5,atl,ny,ARP,3046637926,2022-01-15T07:07:20Z
"Fournier, Evan",EvanFournier,1.89,19.5,atl,ny,ARP,3046637930,2022-01-15T07:07:46Z
"Robinson, Mitchell",MitchellRobinson,1.79,16.5,atl,ny,ARP,3046637932,2022-01-15T07:07:59Z
"Robinson, Mitchell",MitchellRobinson,2.0,8.5,atl,ny,PTS,3046637960,2022-01-15T07:12:02Z
"Randle, Julius",JuliusRandle,1.89,19.5,atl,ny,PTS,3046637962,2022-01-15T07:12:14Z
"Burks, Alec",AlecBurks,1.95,14.5,atl,ny,PTS,3046637964,2022-01-15T07:12:26Z
"Fournier, Evan",EvanFournier,1.79,13.5,atl,ny,PTS,3046637966,2022-01-15T07:12:38Z
"Dort, Luguentz",LuguentzDort,1.99,16.5,okc,cle,PTS,3046909205,2022-01-15T15:40:10Z
"Allen, Jarrett",JarrettAllen,1.89,17.5,okc,cle,PTS,3046909207,2022-01-15T15:40:10Z
"Gilgeous-Alexander, Shai",ShaiGilgeous-Alexander,1.99,23.5,okc,cle,PTS,3046909209,2022-01-15T15:40:10Z
"Mobley, Evan",EvanMobley,1.99,16.5,okc,cle,PTS,3046909213,2022-01-15T15:40:11Z
"Giddey, Josh",JoshGiddey,1.8,12.5,okc,cle,PTS,3046909215,2022-01-15T15:40:11Z
"Markkanen, Lauri",LauriMarkkanen,1.8,12.5,okc,cle,PTS,3046909217,2022-01-15T15:40:11Z
"Allen, Jarrett",JarrettAllen,1.8,32.5,okc,cle,ARP,3046910305,2022-01-15T15:52:23Z
"Gilgeous-Alexander, Shai",ShaiGilgeous-Alexander,1.95,33.5,okc,cle,ARP,3046910307,2022-01-15T15:52:23Z
"Garland, Darius",DariusGarland,1.89,32.5,okc,cle,ARP,3046910309,2022-01-15T15:52:23Z
"Mobley, Evan",EvanMobley,1.83,28.5,okc,cle,ARP,3046910311,2022-01-15T15:52:23Z
"Giddey, Josh",JoshGiddey,1.89,26.5,okc,cle,ARP,3046910313,2022-01-15T15:52:23Z
"Markkanen, Lauri",LauriMarkkanen,1.93,20.5,okc,cle,ARP,3046910315,2022-01-15T15:52:23Z
"Garland, Darius",DariusGarland,1.93,19.5,okc,cle,PTS,3046958425,2022-01-15T17:57:42Z
"Jokic, Nikola",NikolaJokic,1.89,27.5,den,lal,PTS,3046797428,2022-01-15T12:16:58Z
"Gordon, Aaron",AaronGordon,1.99,14.5,den,lal,PTS,3046797430,2022-01-15T12:16:58Z
"James, LeBron",LeBronJames,1.89,30.5,den,lal,PTS,3046797432,2022-01-15T12:16:58Z
"Monk, Malik",MalikMonk,2.0,17.5,den,lal,PTS,3046797434,2022-01-15T12:16:59Z
"Morris, Monte",MonteMorris,2.0,12.5,den,lal,PTS,3046797436,2022-01-15T12:16:59Z
"Westbrook, Russell",RussellWestbrook,1.99,18.5,den,lal,PTS,3046797438,2022-01-15T12:16:59Z
"Jokic, Nikola",NikolaJokic,1.83,48.5,den,lal,ARP,3046810951,2022-01-15T12:49:32Z
"Gordon, Aaron",AaronGordon,1.89,22.5,den,lal,ARP,3046810953,2022-01-15T12:49:32Z
"Bradley, A.",A.Bradley,2.0,12.5,den,lal,ARP,3046810955,2022-01-15T12:49:32Z
"James, LeBron",LeBronJames,1.89,46.5,den,lal,ARP,3046810961,2022-01-15T12:49:32Z
"Monk, Malik",MalikMonk,1.95,24.5,den,lal,ARP,3046810963,2022-01-15T12:49:32Z
"Morris, Monte",MonteMorris,1.89,19.5,den,lal,ARP,3046810965,2022-01-15T12:49:33Z
"Westbrook, Russell",RussellWestbrook,2.13,35.5,den,lal,ARP,3046811180,2022-01-15T18:15:41Z
"Brunson, Jalen",JalenBrunson,1.89,15.5,dal,orl,PTS,3046989816,2022-01-15T18:17:51Z
"Powell, Dwight",DwightPowell,2.05,8.5,dal,orl,PTS,3046989818,2022-01-15T18:17:51Z
"Finney-Smith, Dorian",DorianFinney-Smith,2.05,11.5,dal,orl,PTS,3046989822,2022-01-15T18:17:51Z
"Anthony, Cole",ColeAnthony,1.84,17.5,dal,orl,PTS,3046989824,2022-01-15T18:17:51Z
"Doncic, Luka",LukaDoncic,1.89,25.5,dal,orl,PTS,3046989826,2022-01-15T18:17:51Z
"Harris, Gary",GaryHarris,1.99,13.5,dal,orl,PTS,3046989828,2022-01-15T18:17:51Z
"Brunson, Jalen",JalenBrunson,1.89,24.5,dal,orl,ARP,3046989918,2022-01-15T18:27:39Z
"Powell, Dwight",DwightPowell,1.94,14.5,dal,orl,ARP,3046989920,2022-01-15T18:27:39Z
"Wagner, Franz",FranzWagner,1.84,23.5,dal,orl,ARP,3046989922,2022-01-15T18:27:39Z
"Anthony, Cole",ColeAnthony,1.89,29.5,dal,orl,ARP,3046989924,2022-01-15T18:27:39Z
"Doncic, Luka",LukaDoncic,1.89,43.5,dal,orl,ARP,3046989926,2022-01-15T18:27:39Z
"Harris, Gary",GaryHarris,1.89,17.5,dal,orl,ARP,3046989928,2022-01-15T18:27:39Z
"Wagner, Franz",FranzWagner,1.84,15.5,dal,orl,PTS,3046990984,2022-01-15T18:45:16Z
"Anunoby, OG",OGAnunoby,1.82,17.5,mil,tor,PTS,3046947879,2022-01-15T20:19:42Z
"Siakam, Pascal",PascalSiakam,1.99,22.5,mil,tor,PTS,3046998968,2022-01-15T18:52:00Z
"Siakam, Pascal",PascalSiakam,1.89,35.5,mil,tor,ARP,3046998992,2022-01-15T18:54:11Z
"Kuzma, Kyle",KyleKuzma,1.75,19.5,wsh,por,PTS,3046650563,2022-01-15T21:11:29Z
"Mclemore, Ben",BenMclemore,1.99,16.5,wsh,por,PTS,3046961167,2022-01-15T21:33:02Z
"Durant, Kevin",KevinDurant,1.89,42.5,bkn,no,ARP,3046959825,2022-01-15T20:46:58Z
"Hunter, De'Andre",De'AndreHunter,1.89,11.5,atl,ny,PTS,3047017868,2022-01-15T19:35:17Z
"Young, Trae",TraeYoung,1.7,25.5,atl,ny,PTS,3047017872,2022-01-15T19:35:18Z
"Collins, John",JohnCollins,1.84,15.5,atl,ny,PTS,3047017882,2022-01-15T19:35:18Z
"Bogdanović, Bogdan",BogdanBogdanović,1.88,13.5,atl,ny,PTS,3047017886,2022-01-15T21:48:36Z
"Hunter, De'Andre",De'AndreHunter,1.89,16.5,atl,ny,ARP,3047018676,2022-01-15T19:46:11Z
"Young, Trae",TraeYoung,1.94,39.5,atl,ny,ARP,3047018678,2022-01-15T19:46:11Z
"Collins, John",JohnCollins,1.89,25.5,atl,ny,ARP,3047018680,2022-01-15T19:46:11Z
"Bogdanović, Bogdan",BogdanBogdanović,1.89,20.5,atl,ny,ARP,3047018682,2022-01-15T19:46:11Z
"Tucker, P.J.",P.J.Tucker,1.97,8.5,mia,phi,PTS,3047038645,2022-01-15T20:11:54Z
"Yurtseven, Omer",OmerYurtseven,2.0,10.5,mia,phi,PTS,3047038649,2022-01-15T20:11:54Z
"Butler, Jimmy",JimmyButler,1.94,22.5,mia,phi,PTS,3047038655,2022-01-15T20:11:54Z
"Strus, Max",MaxStrus,1.84,10.5,mia,phi,PTS,3047038663,2022-01-15T20:11:55Z
"Lowry, Kyle",KyleLowry,2.05,13.5,mia,phi,PTS,3047038665,2022-01-15T20:11:55Z
"Tucker, P.J.",P.J.Tucker,1.89,15.5,mia,phi,ARP,3047039638,2022-01-15T20:29:40Z
"Yurtseven, Omer",OmerYurtseven,1.89,22.5,mia,phi,ARP,3047039640,2022-01-15T20:29:40Z
"Butler, Jimmy",JimmyButler,1.84,33.5,mia,phi,ARP,3047039644,2022-01-15T20:29:41Z
"Strus, Max",MaxStrus,1.89,14.5,mia,phi,ARP,3047039652,2022-01-15T20:29:41Z
"Lowry, Kyle",KyleLowry,1.89,25.5,mia,phi,ARP,3047039654,2022-01-15T20:29:41Z
"Dort, Luguentz",LuguentzDort,1.82,16.5,okc,cle,PTS,3046909205,2022-01-15T19:11:40Z
"Dort, Luguentz",LuguentzDort,1.89,22.5,okc,cle,ARP,3047060862,2022-01-15T21:26:08Z
"Zubac, Ivica",IvicaZubac,1.75,7.5,sa,lac,PTS,3047029162,2022-01-15T20:24:19Z
"Murray, Dejounte",DejounteMurray,1.89,20.5,sa,lac,PTS,3047029164,2022-01-15T20:24:19Z
"Johnson, Keldon",KeldonJohnson,1.94,14.5,sa,lac,PTS,3047029166,2022-01-15T20:24:19Z
"McDermott, Doug",DougMcDermott,1.94,11.5,sa,lac,PTS,3047029168,2022-01-15T20:24:19Z
"Batum, Nicolas",NicolasBatum,1.84,6.5,sa,lac,PTS,3047029170,2022-01-15T20:24:19Z
"Coffey, Amir",AmirCoffey,1.84,10.5,sa,lac,PTS,3047029172,2022-01-15T20:24:19Z
"Jackson, Reggie",ReggieJackson,1.84,16.5,sa,lac,PTS,3047029174,2022-01-15T20:24:20Z
"Morris, Marcus",MarcusMorris,1.94,18.5,sa,lac,PTS,3047029176,2022-01-15T20:24:20Z
"Zubac, Ivica",IvicaZubac,1.89,16.5,sa,lac,ARP,3047029615,2022-01-15T20:29:03Z
"Murray, Dejounte",DejounteMurray,1.94,39.5,sa,lac,ARP,3047029617,2022-01-15T20:29:04Z
"Johnson, Keldon",KeldonJohnson,2.05,23.5,sa,lac,ARP,3047029619,2022-01-15T20:29:04Z
"McDermott, Doug",DougMcDermott,1.84,15.5,sa,lac,ARP,3047029621,2022-01-15T20:29:04Z
"Batum, Nicolas",NicolasBatum,1.84,12.5,sa,lac,ARP,3047029623,2022-01-15T20:29:04Z
"Coffey, Amir",AmirCoffey,1.89,18.5,sa,lac,ARP,3047029625,2022-01-15T20:29:04Z
"Jackson, Reggie",ReggieJackson,1.94,24.5,sa,lac,ARP,3047029627,2022-01-15T20:29:04Z
"Morris, Marcus",MarcusMorris,1.94,26.5,sa,lac,ARP,3047029629,2022-01-15T20:29:04Z
"Brown, J.",J.Brown,1.89,24.5,bos,chi,PTS,3047037982,2022-01-15T21:02:21Z
"Horford, Al",AlHorford,1.84,8.5,bos,chi,PTS,3047037984,2022-01-15T21:02:21Z
"Vucevic, Nikola",NikolaVucevic,2.05,18.5,bos,chi,PTS,3047037986,2022-01-15T21:02:21Z
"Williams, Robert",RobertWilliams,1.94,10.5,bos,chi,PTS,3047037988,2022-01-15T21:02:21Z
"White, Coby",CobyWhite,1.89,16.5,bos,chi,PTS,3047037990,2022-01-15T21:02:21Z
"Tatum, Jayson",JaysonTatum,1.84,25.5,bos,chi,PTS,3047037992,2022-01-15T21:02:21Z
"Schröder, Dennis",DennisSchröder,1.84,14.5,bos,chi,PTS,3047037994,2022-01-15T21:02:21Z
"DeRozan, DeMar",DeMarDeRozan,1.75,26.5,bos,chi,PTS,3047037996,2022-01-15T21:02:22Z
"Brown, J.",J.Brown,1.84,34.5,bos,chi,ARP,3047038242,2022-01-15T21:05:15Z
"Horford, Al",AlHorford,1.89,18.5,bos,chi,ARP,3047060158,2022-01-15T21:05:15Z
"Vucevic, Nikola",NikolaVucevic,1.84,33.5,bos,chi,ARP,3047060160,2022-01-15T21:05:15Z
"Williams, Robert",RobertWilliams,1.84,22.5,bos,chi,ARP,3047060162,2022-01-15T21:05:15Z
"White, Coby",CobyWhite,1.84,24.5,bos,chi,ARP,3047060164,2022-01-15T21:05:15Z
"Tatum, Jayson",JaysonTatum,1.94,37.5,bos,chi,ARP,3047060166,2022-01-15T21:05:16Z
"Schröder, Dennis",DennisSchröder,1.84,22.5,bos,chi,ARP,3047060168,2022-01-15T21:05:16Z
"DeRozan, DeMar",DeMarDeRozan,1.84,37.5,bos,chi,ARP,3047060170,2022-01-15T21:05:16Z
"James, LeBron",LeBronJames,1.98,46.5,den,lal,ARP,3046810961,2022-01-15T21:47:05Z
"Harris, Gary",GaryHarris,2.05,13.5,dal,orl,PTS,3046989828,2022-01-15T20:40:22Z
"Anthony, Cole",ColeAnthony,1.8,29.5,dal,orl,ARP,3046989924,2022-01-15T21:45:44Z
"Doncic, Luka",LukaDoncic,1.98,43.5,dal,orl,ARP,3046989926,2022-01-15T21:46:22Z
"Towns, Karl-Anthony",Karl-AnthonyTowns,1.98,24.5,min,gs,PTS,3047152984,2022-01-16T04:40:50Z
"Edwards, Anthony",AnthonyEdwards,1.83,21.5,min,gs,PTS,3047153006,2022-01-16T14:38:09Z
"Russell, D'Angelo",D'AngeloRussell,1.83,18.5,min,gs,PTS,3047153020,2022-01-16T04:41:34Z
"Beverley, Patrick",PatrickBeverley,1.83,9.5,min,gs,PTS,3047153022,2022-01-16T04:42:11Z
"Vanderbilt, Jarred",JarredVanderbilt,2.02,7.5,min,gs,PTS,3047153032,2022-01-16T04:42:33Z
"Towns, Karl-Anthony",Karl-AnthonyTowns,1.95,37.5,min,gs,ARP,3047153140,2022-01-16T04:50:30Z
"Edwards, Anthony",AnthonyEdwards,1.89,29.5,min,gs,ARP,3047153142,2022-01-16T04:50:44Z
"Russell, D'Angelo",D'AngeloRussell,1.89,28.5,min,gs,ARP,3047153144,2022-01-16T04:50:56Z
"Beverley, Patrick",PatrickBeverley,1.89,18.5,min,gs,ARP,3047153146,2022-01-16T04:51:07Z
"Vanderbilt, Jarred",JarredVanderbilt,1.89,18.5,min,gs,ARP,3047153148,2022-01-16T04:51:21Z
"Looney, Kevon",KevonLooney,1.89,6.5,min,gs,PTS,3047397439,2022-01-16T18:19:39Z
"Porter Jr., Otto",OttoPorter Jr.,1.89,10.5,min,gs,PTS,3047397441,2022-01-16T17:27:12Z
"Poole, Jordan",JordanPoole,1.79,17.5,min,gs,PTS,3047397443,2022-01-16T17:27:13Z
"Wiggins, Andrew",AndrewWiggins,1.78,20.5,min,gs,PTS,3047397445,2022-01-16T22:24:26Z
"Porter Jr., Otto",OttoPorter Jr.,1.89,20.5,min,gs,ARP,3047414416,2022-01-16T17:29:31Z
"Poole, Jordan",JordanPoole,1.92,25.5,min,gs,ARP,3047414418,2022-01-16T22:59:22Z
"Wiggins, Andrew",AndrewWiggins,1.79,28.5,min,gs,ARP,3047414420,2022-01-16T17:29:32Z
"Thompson, Klay",KlayThompson,1.89,23.5,min,gs,ARP,3047414423,2022-01-16T17:29:32Z
"Looney, Kevon",KevonLooney,1.88,16.5,min,gs,ARP,3047465002,2022-01-16T20:28:32Z
"Thompson, Klay",KlayThompson,1.95,17.5,min,gs,PTS,3047498491,2022-01-16T21:39:57Z
"Gobert, Rudy",RudyGobert,2.05,14.5,den,utah,PTS,3047403527,2022-01-16T18:18:08Z
"Conley, Mike",MikeConley,1.89,13.5,den,utah,PTS,3047403529,2022-01-16T17:08:23Z
"O'Neale, Royce",RoyceO'Neale,1.79,6.5,den,utah,PTS,3047403531,2022-01-16T17:08:23Z
"Green, Jeff",JeffGreen,1.89,12.5,den,utah,PTS,3047403533,2022-01-16T17:08:23Z
"Jokic, Nikola",NikolaJokic,1.75,24.5,den,utah,PTS,3047403535,2022-01-16T19:30:18Z
"Barton, Will",WillBarton,1.89,14.5,den,utah,PTS,3047403537,2022-01-16T17:08:23Z
"Gordon, Aaron",AaronGordon,1.83,12.5,den,utah,PTS,3047403539,2022-01-16T18:07:29Z
"Bogdanović, Bojan",BojanBogdanović,1.89,17.5,den,utah,PTS,3047403541,2022-01-16T17:08:23Z
"Morris, Monte",MonteMorris,1.89,12.5,den,utah,PTS,3047403543,2022-01-16T17:08:23Z
"Mitchell, Donovan",DonovanMitchell,1.83,25.5,den,utah,PTS,3047403545,2022-01-16T18:07:47Z
"Gobert, Rudy",RudyGobert,1.79,27.5,den,utah,ARP,3047403894,2022-01-16T17:12:57Z
"Conley, Mike",MikeConley,1.89,22.5,den,utah,ARP,3047403896,2022-01-16T17:12:57Z
"O'Neale, Royce",RoyceO'Neale,2.0,14.5,den,utah,ARP,3047403899,2022-01-16T17:12:57Z
"Green, Jeff",JeffGreen,1.89,17.5,den,utah,ARP,3047403903,2022-01-16T17:12:57Z
"Jokic, Nikola",NikolaJokic,1.89,46.5,den,utah,ARP,3047403905,2022-01-16T17:12:58Z
"Barton, Will",WillBarton,1.89,22.5,den,utah,ARP,3047403907,2022-01-16T17:12:58Z
"Gordon, Aaron",AaronGordon,1.89,20.5,den,utah,ARP,3047403909,2022-01-16T17:12:58Z
"Bogdanović, Bojan",BojanBogdanović,1.89,23.5,den,utah,ARP,3047403911,2022-01-16T17:12:58Z
"Morris, Monte",MonteMorris,1.89,18.5,den,utah,ARP,3047403913,2022-01-16T17:12:58Z
"Mitchell, Donovan",DonovanMitchell,1.99,34.5,den,utah,ARP,3047403915,2022-01-16T18:23:50Z
"Towns, Karl-Anthony",Karl-AnthonyTowns,1.96,35.5,ny,min,ARP,3048144309,2022-01-18T22:48:01Z
"Edwards, Anthony",AnthonyEdwards,1.83,27.5,ny,min,ARP,3048144311,2022-01-18T05:52:55Z
"Russell, D'Angelo",D'AngeloRussell,1.89,28.5,ny,min,ARP,3048144313,2022-01-18T05:53:21Z
"Beverley, Patrick",PatrickBeverley,1.89,18.5,ny,min,ARP,3048144315,2022-01-18T05:53:33Z
"Edwards, Anthony",AnthonyEdwards,1.82,20.5,ny,min,PTS,3048144343,2022-01-18T22:45:43Z
"Russell, D'Angelo",D'AngeloRussell,1.89,17.5,ny,min,PTS,3048144345,2022-01-18T06:00:21Z
"Beverley, Patrick",PatrickBeverley,1.95,9.5,ny,min,PTS,3048144347,2022-01-18T21:11:26Z
"Vanderbilt, Jarred",JarredVanderbilt,1.95,17.5,ny,min,ARP,3048346129,2022-01-18T21:12:06Z
"Randle, Julius",JuliusRandle,1.8,19.5,ny,min,PTS,3048377877,2022-01-18T15:45:34Z
"Robinson, Mitchell",MitchellRobinson,1.85,8.5,ny,min,PTS,3048377879,2022-01-18T17:36:05Z
"Barrett, RJ",RJBarrett,1.89,20.5,ny,min,PTS,3048377881,2022-01-18T15:45:34Z
"Fournier, Evan",EvanFournier,1.95,14.5,ny,min,PTS,3048377883,2022-01-18T21:12:25Z
"Randle, Julius",JuliusRandle,2.0,36.5,ny,min,ARP,3048377963,2022-01-18T15:53:54Z
"Robinson, Mitchell",MitchellRobinson,1.83,17.5,ny,min,ARP,3048377965,2022-01-18T21:12:02Z
"Barrett, RJ",RJBarrett,1.89,30.5,ny,min,ARP,3048377967,2022-01-18T15:53:54Z
"Fournier, Evan",EvanFournier,1.89,19.5,ny,min,ARP,3048377969,2022-01-18T15:53:55Z
"Towns, Karl-Anthony",Karl-AnthonyTowns,1.79,23.5,ny,min,PTS,3048410781,2022-01-18T23:46:31Z
"Cunningham, Cade",CadeCunningham,1.89,16.5,gs,det,PTS,3048120437,2022-01-18T06:04:35Z
"Curry, Stephen",StephenCurry,2.05,38.5,gs,det,ARP,3048120479,2022-01-18T21:13:21Z
"Looney, Kevon",KevonLooney,1.95,16.5,gs,det,ARP,3048120485,2022-01-18T06:11:54Z
"Diallo, Hamidou",HamidouDiallo,1.89,19.5,gs,det,ARP,3048120493,2022-01-18T06:14:48Z
"Stewart, Isaiah",IsaiahStewart,1.89,16.5,gs,det,ARP,3048120495,2022-01-18T06:14:59Z
"Hayes, Killian",KillianHayes,1.99,13.5,gs,det,ARP,3048120497,2022-01-18T20:26:53Z
"Stewart, Isaiah",IsaiahStewart,1.89,7.5,gs,det,PTS,3048120563,2022-01-18T06:25:33Z
"Diallo, Hamidou",HamidouDiallo,1.89,12.5,gs,det,PTS,3048120565,2022-01-18T06:25:51Z
"Hayes, Killian",KillianHayes,2.16,7.5,gs,det,PTS,3048120567,2022-01-18T20:26:45Z
"Curry, Stephen",StephenCurry,1.83,25.5,gs,det,PTS,3048120569,2022-01-18T06:26:21Z
"Looney, Kevon",KevonLooney,1.65,5.5,gs,det,PTS,3048120573,2022-01-18T17:12:02Z
"Cunningham, Cade",CadeCunningham,1.85,26.5,gs,det,ARP,3048287009,2022-01-18T21:13:22Z
"Porter Jr., Otto",OttoPorter Jr.,1.94,9.5,gs,det,PTS,3048366185,2022-01-18T16:05:27Z
"Wiggins, Andrew",AndrewWiggins,1.8,16.5,gs,det,PTS,3048366187,2022-01-18T16:27:13Z
"Thompson, Klay",KlayThompson,1.88,15.5,gs,det,PTS,3048366189,2022-01-19T00:06:26Z
"Porter Jr., Otto",OttoPorter Jr.,1.94,19.5,gs,det,ARP,3048366262,2022-01-18T16:09:22Z
"Wiggins, Andrew",AndrewWiggins,1.83,24.5,gs,det,ARP,3048366264,2022-01-18T21:13:10Z
"Thompson, Klay",KlayThompson,1.89,21.5,gs,det,ARP,3048366266,2022-01-18T16:09:22Z
"Bey, Saddiq",SaddiqBey,1.89,15.5,gs,det,PTS,3048420837,2022-01-18T17:17:02Z
