,OPP,Result,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS,FGM,FGA,3PM,3PA,FTM,FTA,type,Date,season_id,player_id,player_name,team
6,GS,L116-101,37.0,52.4,0.0,100.0,12.0,3.0,0.0,0.0,1.0,2.0,34.0,11.0,21.0,0.0,0.0,12.0,12.0,away,2018-04-16,2017,2983,LaMarcusAldridge,bkn
8,GS,L113-92,24.0,41.7,0.0,100.0,2.0,1.0,1.0,1.0,3.0,2.0,14.0,5.0,12.0,0.0,0.0,4.0,4.0,away,2018-04-14,2017,2983,LaMarcusAldridge,bkn
0,NO,L122-98,23.0,41.7,0.0,100.0,5.0,0.0,0.0,1.0,2.0,1.0,11.0,5.0,12.0,0.0,0.0,1.0,1.0,away,2018-04-11,2017,2983,LaMarcusAldridge,bkn
1,SAC,W98-85,33.0,31.6,0.0,75.0,14.0,2.0,2.0,0.0,1.0,0.0,15.0,6.0,19.0,0.0,1.0,3.0,4.0,home,2018-04-09,2017,2983,LaMarcusAldridge,bkn
2,POR,W116-105,38.0,59.1,0.0,100.0,8.0,1.0,0.0,4.0,1.0,2.0,28.0,13.0,22.0,0.0,1.0,2.0,2.0,home,2018-04-07,2017,2983,LaMarcusAldridge,bkn
3,LAL,L122-112 OT,44.0,60.0,0.0,80.0,9.0,4.0,1.0,1.0,0.0,1.0,28.0,12.0,20.0,0.0,2.0,4.0,5.0,away,2018-04-04,2017,2983,LaMarcusAldridge,bkn
4,LAC,L113-110,37.0,61.9,0.0,100.0,9.0,1.0,3.0,2.0,4.0,0.0,35.0,13.0,21.0,0.0,1.0,9.0,9.0,away,2018-04-03,2017,2983,LaMarcusAldridge,bkn
5,HOU,W100-83,36.0,57.9,0.0,100.0,14.0,2.0,3.0,0.0,3.0,1.0,23.0,11.0,19.0,0.0,0.0,1.0,1.0,home,2018-04-01,2017,2983,LaMarcusAldridge,bkn
0,OKC,W103-99,34.0,47.4,100.0,75.0,11.0,2.0,2.0,0.0,2.0,4.0,25.0,9.0,19.0,1.0,1.0,6.0,8.0,home,2018-03-29,2017,2983,LaMarcusAldridge,bkn
1,WSH,L116-106,18.0,66.7,0.0,83.3,4.0,2.0,1.0,0.0,1.0,1.0,13.0,4.0,6.0,0.0,0.0,5.0,6.0,away,2018-03-27,2017,2983,LaMarcusAldridge,bkn
2,MIL,L106-103,32.0,57.1,0.0,83.3,7.0,2.0,1.0,0.0,3.0,0.0,34.0,12.0,21.0,0.0,0.0,10.0,12.0,away,2018-03-25,2017,2983,LaMarcusAldridge,bkn
3,UTAH,W124-120 OT,41.0,67.9,100.0,75.0,9.0,2.0,3.0,1.0,3.0,4.0,45.0,19.0,28.0,1.0,1.0,6.0,8.0,home,2018-03-23,2017,2983,LaMarcusAldridge,bkn
4,WSH,W98-90,31.0,52.2,0.0,100.0,9.0,4.0,2.0,1.0,1.0,0.0,27.0,12.0,23.0,0.0,2.0,3.0,3.0,home,2018-03-21,2017,2983,LaMarcusAldridge,bkn
5,GS,W89-75,35.0,59.1,0.0,100.0,12.0,1.0,2.0,1.0,2.0,1.0,33.0,13.0,22.0,0.0,0.0,7.0,7.0,home,2018-03-19,2017,2983,LaMarcusAldridge,bkn
6,MIN,W117-101,36.0,63.6,0.0,91.7,10.0,2.0,2.0,0.0,4.0,1.0,39.0,14.0,22.0,0.0,2.0,11.0,12.0,home,2018-03-17,2017,2983,LaMarcusAldridge,bkn
7,NO,W98-93,38.0,40.7,0.0,100.0,7.0,3.0,1.0,0.0,1.0,2.0,25.0,11.0,27.0,0.0,1.0,3.0,3.0,home,2018-03-15,2017,2983,LaMarcusAldridge,bkn
8,ORL,W108-72,26.0,64.7,0.0,50.0,7.0,2.0,0.0,0.0,1.0,1.0,24.0,11.0,17.0,0.0,0.0,2.0,4.0,home,2018-03-13,2017,2983,LaMarcusAldridge,bkn
9,OKC,L104-94,26.0,31.3,0.0,50.0,7.0,1.0,0.0,1.0,5.0,3.0,11.0,5.0,16.0,0.0,1.0,1.0,2.0,away,2018-03-10,2017,2983,LaMarcusAldridge,bkn
10,GS,L110-107,37.0,55.0,0.0,72.7,17.0,4.0,0.0,0.0,1.0,2.0,30.0,11.0,20.0,0.0,1.0,8.0,11.0,away,2018-03-08,2017,2983,LaMarcusAldridge,bkn
11,MEM,W100-98,31.0,25.0,0.0,75.0,8.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,8.0,0.0,1.0,3.0,4.0,home,2018-03-05,2017,2983,LaMarcusAldridge,bkn
0,NO,L121-116,13.0,50.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,home,2018-02-28,2017,2983,LaMarcusAldridge,bkn
1,CLE,W110-94,37.0,45.0,0.0,90.0,6.0,3.0,1.0,0.0,1.0,2.0,27.0,9.0,20.0,0.0,0.0,9.0,10.0,away,2018-02-25,2017,2983,LaMarcusAldridge,bkn
2,DEN,L122-119,36.0,56.5,0.0,85.7,5.0,3.0,0.0,1.0,3.0,0.0,38.0,13.0,23.0,0.0,1.0,12.0,14.0,away,2018-02-23,2017,2983,LaMarcusAldridge,bkn
3,STE*,W148-145,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,home,2018-02-18,2017,2983,LaMarcusAldridge,bkn
5,GS,L122-105,29.0,64.3,0.0,100.0,5.0,4.0,2.0,0.0,1.0,0.0,20.0,9.0,14.0,0.0,0.0,2.0,2.0,away,2018-02-10,2017,2983,LaMarcusAldridge,bkn
6,PHX,W129-81,28.0,71.4,0.0,60.0,13.0,4.0,2.0,0.0,2.0,0.0,23.0,10.0,14.0,0.0,1.0,3.0,5.0,away,2018-02-07,2017,2983,LaMarcusAldridge,bkn
7,UTAH,L120-111,35.0,63.2,100.0,75.0,5.0,3.0,2.0,3.0,4.0,2.0,31.0,12.0,19.0,1.0,1.0,6.0,8.0,home,2018-02-03,2017,2983,LaMarcusAldridge,bkn
8,HOU,L102-91,34.0,53.3,0.0,0.0,8.0,3.0,0.0,0.0,1.0,2.0,16.0,8.0,15.0,0.0,0.0,0.0,0.0,home,2018-02-01,2017,2983,LaMarcusAldridge,bkn
0,DEN,W106-104,39.0,60.9,0.0,100.0,5.0,2.0,2.0,0.0,3.0,6.0,30.0,14.0,23.0,0.0,0.0,2.0,2.0,home,2018-01-30,2017,2983,LaMarcusAldridge,bkn
1,SAC,W113-98,31.0,35.3,0.0,75.0,7.0,4.0,2.0,0.0,1.0,0.0,15.0,6.0,17.0,0.0,1.0,3.0,4.0,home,2018-01-28,2017,2983,LaMarcusAldridge,bkn
2,PHI,L97-78,33.0,58.3,0.0,100.0,3.0,0.0,1.0,0.0,2.0,1.0,18.0,7.0,12.0,0.0,1.0,4.0,4.0,home,2018-01-26,2017,2983,LaMarcusAldridge,bkn
3,CLE,W114-102,41.0,66.7,0.0,85.7,8.0,3.0,1.0,2.0,0.0,2.0,30.0,12.0,18.0,0.0,1.0,6.0,7.0,home,2018-01-23,2017,2983,LaMarcusAldridge,bkn
4,IND,L94-86,37.0,35.7,0.0,0.0,10.0,1.0,2.0,0.0,1.0,4.0,10.0,5.0,14.0,0.0,1.0,0.0,0.0,home,2018-01-21,2017,2983,LaMarcusAldridge,bkn
5,TOR,L86-83,37.0,24.0,33.3,80.0,14.0,2.0,2.0,1.0,1.0,0.0,17.0,6.0,25.0,1.0,3.0,4.0,5.0,away,2018-01-19,2017,2983,LaMarcusAldridge,bkn
6,BKN,W100-95,38.0,54.2,0.0,100.0,8.0,3.0,2.0,0.0,2.0,2.0,34.0,13.0,24.0,0.0,1.0,8.0,8.0,away,2018-01-17,2017,2983,LaMarcusAldridge,bkn
7,ATL,L102-99,35.0,52.4,50.0,66.7,11.0,3.0,1.0,1.0,2.0,2.0,25.0,11.0,21.0,1.0,2.0,2.0,3.0,away,2018-01-15,2017,2983,LaMarcusAldridge,bkn
8,DEN,W112-80,27.0,53.8,0.0,100.0,6.0,0.0,1.0,1.0,4.0,2.0,15.0,7.0,13.0,0.0,2.0,1.0,1.0,home,2018-01-13,2017,2983,LaMarcusAldridge,bkn
9,LAL,L93-81,35.0,40.0,100.0,87.5,4.0,1.0,1.0,0.0,1.0,3.0,20.0,6.0,15.0,1.0,1.0,7.0,8.0,away,2018-01-11,2017,2983,LaMarcusAldridge,bkn
10,SAC,W107-100,36.0,65.0,0.0,83.3,12.0,1.0,1.0,0.0,2.0,1.0,31.0,13.0,20.0,0.0,2.0,5.0,6.0,away,2018-01-08,2017,2983,LaMarcusAldridge,bkn
11,POR,L111-110,35.0,57.1,50.0,71.4,14.0,1.0,1.0,1.0,3.0,0.0,30.0,12.0,21.0,1.0,2.0,5.0,7.0,away,2018-01-07,2017,2983,LaMarcusAldridge,bkn
12,PHI,L112-106,36.0,47.6,0.0,66.7,14.0,1.0,0.0,1.0,4.0,1.0,24.0,10.0,21.0,0.0,0.0,4.0,6.0,away,2018-01-03,2017,2983,LaMarcusAldridge,bkn
13,NY,W100-91,37.0,43.5,50.0,80.0,6.0,2.0,1.0,1.0,2.0,0.0,29.0,10.0,23.0,1.0,2.0,8.0,10.0,away,2018-01-02,2017,2983,LaMarcusAldridge,bkn
0,DET,L93-79,33.0,40.0,0.0,75.0,11.0,1.0,2.0,0.0,1.0,0.0,15.0,6.0,15.0,0.0,1.0,3.0,4.0,away,2017-12-30,2017,2983,LaMarcusAldridge,bkn
1,NY,W119-107,36.0,42.1,0.0,75.0,5.0,4.0,2.0,0.0,1.0,1.0,25.0,8.0,19.0,0.0,2.0,9.0,12.0,home,2017-12-28,2017,2983,LaMarcusAldridge,bkn
2,BKN,W109-97,34.0,46.7,0.0,85.7,9.0,2.0,1.0,2.0,3.0,1.0,20.0,7.0,15.0,0.0,1.0,6.0,7.0,home,2017-12-26,2017,2983,LaMarcusAldridge,bkn
3,SAC,W108-99,39.0,59.1,66.7,100.0,10.0,2.0,0.0,0.0,2.0,2.0,29.0,13.0,22.0,2.0,3.0,1.0,1.0,away,2017-12-23,2017,2983,LaMarcusAldridge,bkn
4,UTAH,L100-89,28.0,36.4,100.0,100.0,6.0,1.0,1.0,1.0,6.0,4.0,11.0,4.0,11.0,1.0,1.0,2.0,2.0,away,2017-12-21,2017,2983,LaMarcusAldridge,bkn
